recordid,customer_id,customer_name,email,region,meter_id,housing_type,reading_timestamp,energy_usage_kWh,baseline_kWh,spike_detected,spike_percentage,reason_detected,alert_sent,alert_time,resolved,reading_ts,alert_ts,spike_detected_b,alert_sent_b,resolved_b,excess_kwh,ratio,excess_pct,rule_spike,detectable,alert_latency_min,category,is_fault,excess_cost_gbp,hour,date,day_name
REC000332,CUST001,Shirley Thomas-Cox,nicholashart@atkinson-parker.com,London,MTR0001,Detached,07/01/2024 21:36:00,0.39,0.43,False,0.0,,False,,,2024-01-07 21:36:00,,False,False,,-0.03999999999999998,0.9069767441860466,-9.302325581395344,False,True,,,False,0.0,21,2024-01-07,Sunday
REC000333,CUST001,Shirley Thomas-Cox,nicholashart@atkinson-parker.com,London,MTR0001,Detached,07/01/2024 22:04:48,0.61,0.51,False,0.0,,False,,,2024-01-07 22:04:48,,False,False,,0.09999999999999998,1.196078431372549,19.6078431372549,False,True,,,False,0.028619999999999996,22,2024-01-07,Sunday
REC000334,CUST001,Shirley Thomas-Cox,nicholashart@atkinson-parker.com,London,MTR0001,Detached,07/01/2024 22:33:36,0.98,0.88,False,0.0,,False,,,2024-01-07 22:33:36,,False,False,,0.09999999999999998,1.1136363636363635,11.363636363636353,False,True,,,False,0.028619999999999996,22,2024-01-07,Sunday
REC000335,CUST001,Shirley Thomas-Cox,nicholashart@atkinson-parker.com,London,MTR0001,Detached,07/01/2024 23:02:24,0.76,0.92,False,0.0,,False,,,2024-01-07 23:02:24,,False,False,,-0.16000000000000003,0.8260869565217391,-17.391304347826086,False,True,,,False,0.0,23,2024-01-07,Sunday
REC000336,CUST001,Shirley Thomas-Cox,nicholashart@atkinson-parker.com,London,MTR0001,Detached,07/01/2024 23:31:12,0.64,0.61,False,0.0,,False,,,2024-01-07 23:31:12,,False,False,,0.030000000000000027,1.0491803278688525,4.918032786885251,False,True,,,False,0.008586000000000009,23,2024-01-07,Sunday
REC000337,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 00:00:00,0.48,0.46,False,0.0,,False,,,2024-01-01 00:00:00,,False,False,,0.019999999999999962,1.0434782608695652,4.347826086956519,False,True,,,False,0.0057239999999999895,0,2024-01-01,Monday
REC000338,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 00:28:48,0.74,0.66,False,0.0,,False,,,2024-01-01 00:28:48,,False,False,,0.07999999999999996,1.121212121212121,12.12121212121211,False,True,,,False,0.02289599999999999,0,2024-01-01,Monday
REC000339,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 00:57:36,0.74,0.72,False,0.0,,False,,,2024-01-01 00:57:36,,False,False,,0.020000000000000018,1.027777777777778,2.77777777777779,False,True,,,False,0.005724000000000005,0,2024-01-01,Monday
REC000340,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 01:26:24,1.11,0.85,False,0.0,,False,,,2024-01-01 01:26:24,,False,False,,0.2600000000000001,1.3058823529411767,30.588235294117673,False,True,,,False,0.07441200000000003,1,2024-01-01,Monday
REC000341,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 01:55:12,0.5,0.32,True,56.25,Schedule change,True,1/1/2024 02:12,True,2024-01-01 01:55:12,2024-01-01 02:12:00,True,True,True,0.18,1.5625,56.25,True,True,16.8,Behavioural,False,0.051516,1,2024-01-01,Monday
REC000342,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 02:24:00,1.19,1.13,False,0.0,,False,,,2024-01-01 02:24:00,,False,False,,0.06000000000000005,1.0530973451327434,5.3097345132743445,False,False,,,False,0.017172000000000017,2,2024-01-01,Monday
REC000343,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 03:07:12,0.97,0.94,False,0.0,,False,,,2024-01-01 03:07:12,,False,False,,0.030000000000000027,1.0319148936170213,3.1914893617021267,False,True,,,False,0.008586000000000009,3,2024-01-01,Monday
REC000344,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 03:36:00,0.74,0.85,False,0.0,,False,,,2024-01-01 03:36:00,,False,False,,-0.10999999999999999,0.8705882352941177,-12.941176470588234,False,True,,,False,0.0,3,2024-01-01,Monday
REC000345,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 04:04:48,0.7,0.68,False,0.0,,False,,,2024-01-01 04:04:48,,False,False,,0.019999999999999907,1.0294117647058822,2.941176470588225,False,True,,,False,0.005723999999999974,4,2024-01-01,Monday
REC000346,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 04:33:36,1.14,1.13,False,0.0,,False,,,2024-01-01 04:33:36,,False,False,,0.010000000000000009,1.008849557522124,0.8849557522123908,False,False,,,False,0.0028620000000000026,4,2024-01-01,Monday
REC000347,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 05:02:24,0.96,0.71,False,0.0,,False,,,2024-01-01 05:02:24,,False,False,,0.25,1.352112676056338,35.2112676056338,False,True,,,False,0.07155,5,2024-01-01,Monday
REC000348,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 05:31:12,0.71,0.66,False,0.0,,False,,,2024-01-01 05:31:12,,False,False,,0.04999999999999993,1.0757575757575757,7.575757575757569,False,True,,,False,0.01430999999999998,5,2024-01-01,Monday
REC000349,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 06:00:00,0.46,0.35,False,0.0,,False,,,2024-01-01 06:00:00,,False,False,,0.11000000000000004,1.3142857142857145,31.428571428571452,False,True,,,False,0.03148200000000001,6,2024-01-01,Monday
REC000350,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 06:28:48,0.24,0.3,False,0.0,,False,,,2024-01-01 06:28:48,,False,False,,-0.06,0.8,-19.999999999999996,False,True,,,False,0.0,6,2024-01-01,Monday
REC000351,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 06:57:36,0.69,0.6,False,0.0,,False,,,2024-01-01 06:57:36,,False,False,,0.08999999999999997,1.15,14.999999999999991,False,True,,,False,0.025757999999999993,6,2024-01-01,Monday
REC000352,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 07:26:24,0.9,1.13,False,0.0,,False,,,2024-01-01 07:26:24,,False,False,,-0.22999999999999987,0.7964601769911506,-20.353982300884944,False,False,,,False,0.0,7,2024-01-01,Monday
REC000353,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 07:55:12,0.74,0.61,False,0.0,,False,,,2024-01-01 07:55:12,,False,False,,0.13,1.2131147540983607,21.311475409836067,False,True,,,False,0.037206,7,2024-01-01,Monday
REC000354,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 08:24:00,0.63,0.71,False,0.0,,False,,,2024-01-01 08:24:00,,False,False,,-0.07999999999999996,0.8873239436619719,-11.267605633802813,False,True,,,False,0.0,8,2024-01-01,Monday
REC000355,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 09:07:12,0.39,0.5,False,0.0,,False,,,2024-01-01 09:07:12,,False,False,,-0.10999999999999999,0.78,-21.999999999999996,False,True,,,False,0.0,9,2024-01-01,Monday
REC000356,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 09:36:00,0.45,0.46,False,0.0,,False,,,2024-01-01 09:36:00,,False,False,,-0.010000000000000009,0.9782608695652174,-2.1739130434782594,False,True,,,False,0.0,9,2024-01-01,Monday
REC000357,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 10:04:48,0.83,0.75,False,0.0,,False,,,2024-01-01 10:04:48,,False,False,,0.07999999999999996,1.1066666666666667,10.666666666666668,False,True,,,False,0.02289599999999999,10,2024-01-01,Monday
REC000358,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 10:33:36,0.61,0.63,False,0.0,,False,,,2024-01-01 10:33:36,,False,False,,-0.020000000000000018,0.9682539682539683,-3.1746031746031744,False,True,,,False,0.0,10,2024-01-01,Monday
REC000359,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 11:02:24,0.72,0.82,False,0.0,,False,,,2024-01-01 11:02:24,,False,False,,-0.09999999999999998,0.8780487804878049,-12.195121951219512,False,True,,,False,0.0,11,2024-01-01,Monday
REC000360,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 11:31:12,1.21,1.16,False,0.0,,False,,,2024-01-01 11:31:12,,False,False,,0.050000000000000044,1.043103448275862,4.31034482758621,False,False,,,False,0.014310000000000014,11,2024-01-01,Monday
REC000361,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 12:00:00,0.35,0.43,False,0.0,,False,,,2024-01-01 12:00:00,,False,False,,-0.08000000000000002,0.813953488372093,-18.6046511627907,False,True,,,False,0.0,12,2024-01-01,Monday
REC000362,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 12:28:48,1.18,1.2,False,0.0,,False,,,2024-01-01 12:28:48,,False,False,,-0.020000000000000018,0.9833333333333333,-1.6666666666666718,False,False,,,False,0.0,12,2024-01-01,Monday
REC000363,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 12:57:36,0.68,0.75,False,0.0,,False,,,2024-01-01 12:57:36,,False,False,,-0.06999999999999995,0.9066666666666667,-9.333333333333327,False,True,,,False,0.0,12,2024-01-01,Monday
REC000364,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 13:26:24,0.98,0.97,False,0.0,,False,,,2024-01-01 13:26:24,,False,False,,0.010000000000000009,1.0103092783505154,1.0309278350515427,False,True,,,False,0.0028620000000000026,13,2024-01-01,Monday
REC000365,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 13:55:12,0.48,0.49,False,0.0,,False,,,2024-01-01 13:55:12,,False,False,,-0.010000000000000009,0.9795918367346939,-2.0408163265306145,False,True,,,False,0.0,13,2024-01-01,Monday
REC000366,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 14:24:00,0.49,0.47,False,0.0,,False,,,2024-01-01 14:24:00,,False,False,,0.020000000000000018,1.0425531914893618,4.255319148936176,False,True,,,False,0.005724000000000005,14,2024-01-01,Monday
REC000367,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 15:07:12,0.59,0.33,True,78.79,Schedule change,True,1/1/2024 15:22,True,2024-01-01 15:07:12,2024-01-01 15:22:00,True,True,True,0.25999999999999995,1.7878787878787876,78.78787878787877,True,True,14.8,Behavioural,False,0.07441199999999999,15,2024-01-01,Monday
REC000368,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 15:36:00,0.25,0.36,False,0.0,,False,,,2024-01-01 15:36:00,,False,False,,-0.10999999999999999,0.6944444444444444,-30.555555555555557,False,True,,,False,0.0,15,2024-01-01,Monday
REC000369,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 16:04:48,1.14,1.0,False,0.0,,False,,,2024-01-01 16:04:48,,False,False,,0.1399999999999999,1.14,13.99999999999999,False,True,,,False,0.04006799999999997,16,2024-01-01,Monday
REC000370,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 16:33:36,0.43,0.7,False,0.0,,False,,,2024-01-01 16:33:36,,False,False,,-0.26999999999999996,0.6142857142857143,-38.57142857142857,False,True,,,False,0.0,16,2024-01-01,Monday
REC000371,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 17:02:24,0.54,0.66,False,0.0,,False,,,2024-01-01 17:02:24,,False,False,,-0.12,0.8181818181818182,-18.181818181818176,False,True,,,False,0.0,17,2024-01-01,Monday
REC000372,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 17:31:12,0.48,0.46,False,0.0,,False,,,2024-01-01 17:31:12,,False,False,,0.019999999999999962,1.0434782608695652,4.347826086956519,False,True,,,False,0.0057239999999999895,17,2024-01-01,Monday
REC000373,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 18:00:00,1.07,1.08,False,0.0,,False,,,2024-01-01 18:00:00,,False,False,,-0.010000000000000009,0.9907407407407407,-0.92592592592593,False,False,,,False,0.0,18,2024-01-01,Monday
REC000374,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 18:28:48,0.59,0.54,False,0.0,,False,,,2024-01-01 18:28:48,,False,False,,0.04999999999999993,1.0925925925925926,9.259259259259256,False,True,,,False,0.01430999999999998,18,2024-01-01,Monday
REC000375,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 18:57:36,0.84,0.88,False,0.0,,False,,,2024-01-01 18:57:36,,False,False,,-0.040000000000000036,0.9545454545454545,-4.545454545454552,False,True,,,False,0.0,18,2024-01-01,Monday
REC000376,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 19:26:24,0.43,0.44,False,0.0,,False,,,2024-01-01 19:26:24,,False,False,,-0.010000000000000009,0.9772727272727273,-2.2727272727272707,False,True,,,False,0.0,19,2024-01-01,Monday
REC000377,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 19:55:12,0.93,0.94,False,0.0,,False,,,2024-01-01 19:55:12,,False,False,,-0.009999999999999898,0.9893617021276597,-1.0638297872340274,False,True,,,False,0.0,19,2024-01-01,Monday
REC000378,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 20:24:00,0.5,0.5,False,0.0,,False,,,2024-01-01 20:24:00,,False,False,,0.0,1.0,0.0,False,True,,,False,0.0,20,2024-01-01,Monday
REC000379,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 21:07:12,0.52,0.51,False,0.0,,False,,,2024-01-01 21:07:12,,False,False,,0.010000000000000009,1.0196078431372548,1.9607843137254832,False,True,,,False,0.0028620000000000026,21,2024-01-01,Monday
REC000380,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 21:36:00,0.45,0.46,False,0.0,,False,,,2024-01-01 21:36:00,,False,False,,-0.010000000000000009,0.9782608695652174,-2.1739130434782594,False,True,,,False,0.0,21,2024-01-01,Monday
REC000381,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 22:04:48,0.85,0.89,False,0.0,,False,,,2024-01-01 22:04:48,,False,False,,-0.040000000000000036,0.9550561797752809,-4.49438202247191,False,True,,,False,0.0,22,2024-01-01,Monday
REC000382,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 22:33:36,0.5,0.52,False,0.0,,False,,,2024-01-01 22:33:36,,False,False,,-0.020000000000000018,0.9615384615384615,-3.8461538461538547,False,True,,,False,0.0,22,2024-01-01,Monday
REC000383,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 23:02:24,0.97,0.95,False,0.0,,False,,,2024-01-01 23:02:24,,False,False,,0.020000000000000018,1.0210526315789474,2.1052631578947434,False,True,,,False,0.005724000000000005,23,2024-01-01,Monday
REC000384,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,01/01/2024 23:31:12,0.69,0.66,False,0.0,,False,,,2024-01-01 23:31:12,,False,False,,0.029999999999999916,1.0454545454545454,4.545454545454541,False,True,,,False,0.008585999999999976,23,2024-01-01,Monday
REC000385,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 00:00:00,0.83,0.9,False,0.0,,False,,,2024-01-02 00:00:00,,False,False,,-0.07000000000000006,0.9222222222222222,-7.777777777777784,False,True,,,False,0.0,0,2024-01-02,Tuesday
REC000386,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 00:28:48,1.02,1.11,False,0.0,,False,,,2024-01-02 00:28:48,,False,False,,-0.09000000000000008,0.9189189189189189,-8.108108108108114,False,False,,,False,0.0,0,2024-01-02,Tuesday
REC000387,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 00:57:36,0.14,0.31,False,0.0,,False,,,2024-01-02 00:57:36,,False,False,,-0.16999999999999998,0.4516129032258065,-54.83870967741935,False,True,,,False,0.0,0,2024-01-02,Tuesday
REC000388,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 01:26:24,1.28,1.1,False,0.0,,False,,,2024-01-02 01:26:24,,False,False,,0.17999999999999994,1.1636363636363636,16.36363636363636,False,False,,,False,0.051515999999999985,1,2024-01-02,Tuesday
REC000389,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 01:55:12,0.92,1.04,False,0.0,,False,,,2024-01-02 01:55:12,,False,False,,-0.12,0.8846153846153846,-11.538461538461542,False,False,,,False,0.0,1,2024-01-02,Tuesday
REC000390,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 02:24:00,0.56,0.64,False,0.0,,False,,,2024-01-02 02:24:00,,False,False,,-0.07999999999999996,0.8750000000000001,-12.49999999999999,False,True,,,False,0.0,2,2024-01-02,Tuesday
REC000391,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 03:07:12,0.91,0.83,False,0.0,,False,,,2024-01-02 03:07:12,,False,False,,0.08000000000000007,1.0963855421686748,9.63855421686748,False,True,,,False,0.02289600000000002,3,2024-01-02,Tuesday
REC000392,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 03:36:00,0.53,0.67,False,0.0,,False,,,2024-01-02 03:36:00,,False,False,,-0.14,0.7910447761194029,-20.895522388059707,False,True,,,False,0.0,3,2024-01-02,Tuesday
REC000393,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 04:04:48,0.62,0.8,False,0.0,,False,,,2024-01-02 04:04:48,,False,False,,-0.18000000000000005,0.7749999999999999,-22.500000000000007,False,True,,,False,0.0,4,2024-01-02,Tuesday
REC000394,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 04:33:36,1.1,1.15,False,0.0,,False,,,2024-01-02 04:33:36,,False,False,,-0.04999999999999982,0.9565217391304349,-4.347826086956507,False,False,,,False,0.0,4,2024-01-02,Tuesday
REC000395,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 05:02:24,1.09,0.99,False,0.0,,False,,,2024-01-02 05:02:24,,False,False,,0.10000000000000009,1.101010101010101,10.1010101010101,False,True,,,False,0.028620000000000027,5,2024-01-02,Tuesday
REC000396,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 05:31:12,1.02,1.02,False,0.0,,False,,,2024-01-02 05:31:12,,False,False,,0.0,1.0,0.0,False,True,,,False,0.0,5,2024-01-02,Tuesday
REC000397,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 06:00:00,0.9,0.68,False,0.0,,False,,,2024-01-02 06:00:00,,False,False,,0.21999999999999997,1.3235294117647058,32.35294117647059,False,True,,,False,0.06296399999999999,6,2024-01-02,Tuesday
REC000398,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 06:28:48,0.6,0.53,False,0.0,,False,,,2024-01-02 06:28:48,,False,False,,0.06999999999999995,1.1320754716981132,13.207547169811317,False,True,,,False,0.020033999999999986,6,2024-01-02,Tuesday
REC000399,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 06:57:36,0.3,0.43,False,0.0,,False,,,2024-01-02 06:57:36,,False,False,,-0.13,0.6976744186046512,-30.23255813953488,False,True,,,False,0.0,6,2024-01-02,Tuesday
REC000400,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 07:26:24,0.56,0.55,False,0.0,,False,,,2024-01-02 07:26:24,,False,False,,0.010000000000000009,1.0181818181818183,1.81818181818183,False,True,,,False,0.0028620000000000026,7,2024-01-02,Tuesday
REC000401,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 07:55:12,0.16,0.32,False,0.0,,False,,,2024-01-02 07:55:12,,False,False,,-0.16,0.5,-50.0,False,True,,,False,0.0,7,2024-01-02,Tuesday
REC000402,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 08:24:00,0.86,0.8,False,0.0,,False,,,2024-01-02 08:24:00,,False,False,,0.05999999999999994,1.075,7.499999999999996,False,True,,,False,0.017171999999999982,8,2024-01-02,Tuesday
REC000403,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 09:07:12,0.84,0.89,False,0.0,,False,,,2024-01-02 09:07:12,,False,False,,-0.050000000000000044,0.9438202247191011,-5.61797752808989,False,True,,,False,0.0,9,2024-01-02,Tuesday
REC000404,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 09:36:00,0.36,0.31,False,0.0,,False,,,2024-01-02 09:36:00,,False,False,,0.04999999999999999,1.161290322580645,16.129032258064502,False,True,,,False,0.014309999999999998,9,2024-01-02,Tuesday
REC000405,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 10:04:48,0.58,0.42,False,0.0,,False,,,2024-01-02 10:04:48,,False,False,,0.15999999999999998,1.380952380952381,38.095238095238095,False,True,,,False,0.04579199999999999,10,2024-01-02,Tuesday
REC000406,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 10:33:36,1.06,0.9,False,0.0,,False,,,2024-01-02 10:33:36,,False,False,,0.16000000000000003,1.1777777777777778,17.777777777777782,False,True,,,False,0.04579200000000001,10,2024-01-02,Tuesday
REC000407,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 11:02:24,0.44,0.46,False,0.0,,False,,,2024-01-02 11:02:24,,False,False,,-0.020000000000000018,0.9565217391304347,-4.34782608695653,False,True,,,False,0.0,11,2024-01-02,Tuesday
REC000408,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 11:31:12,0.72,0.64,False,0.0,,False,,,2024-01-02 11:31:12,,False,False,,0.07999999999999996,1.125,12.5,False,True,,,False,0.02289599999999999,11,2024-01-02,Tuesday
REC000409,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 12:00:00,0.74,0.77,False,0.0,,False,,,2024-01-02 12:00:00,,False,False,,-0.030000000000000027,0.961038961038961,-3.8961038961038974,False,True,,,False,0.0,12,2024-01-02,Tuesday
REC000410,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 12:28:48,0.86,0.84,False,0.0,,False,,,2024-01-02 12:28:48,,False,False,,0.020000000000000018,1.0238095238095237,2.3809523809523725,False,True,,,False,0.005724000000000005,12,2024-01-02,Tuesday
REC000411,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 12:57:36,0.37,0.52,False,0.0,,False,,,2024-01-02 12:57:36,,False,False,,-0.15000000000000002,0.7115384615384615,-28.846153846153854,False,True,,,False,0.0,12,2024-01-02,Tuesday
REC000412,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 13:26:24,0.54,0.62,False,0.0,,False,,,2024-01-02 13:26:24,,False,False,,-0.07999999999999996,0.870967741935484,-12.903225806451601,False,True,,,False,0.0,13,2024-01-02,Tuesday
REC000413,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 13:55:12,1.01,0.95,False,0.0,,False,,,2024-01-02 13:55:12,,False,False,,0.06000000000000005,1.063157894736842,6.315789473684208,False,True,,,False,0.017172000000000017,13,2024-01-02,Tuesday
REC000414,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 14:24:00,0.55,0.73,False,0.0,,False,,,2024-01-02 14:24:00,,False,False,,-0.17999999999999994,0.7534246575342467,-24.65753424657533,False,True,,,False,0.0,14,2024-01-02,Tuesday
REC000415,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 15:07:12,0.91,0.9,False,0.0,,False,,,2024-01-02 15:07:12,,False,False,,0.010000000000000009,1.011111111111111,1.1111111111111072,False,True,,,False,0.0028620000000000026,15,2024-01-02,Tuesday
REC000416,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 15:36:00,0.51,0.49,False,0.0,,False,,,2024-01-02 15:36:00,,False,False,,0.020000000000000018,1.0408163265306123,4.081632653061229,False,True,,,False,0.005724000000000005,15,2024-01-02,Tuesday
REC000417,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 16:04:48,0.39,0.33,False,0.0,,False,,,2024-01-02 16:04:48,,False,False,,0.06,1.1818181818181819,18.181818181818187,False,True,,,False,0.017172,16,2024-01-02,Tuesday
REC000418,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 16:33:36,0.2,0.35,False,0.0,,False,,,2024-01-02 16:33:36,,False,False,,-0.14999999999999997,0.5714285714285715,-42.85714285714285,False,True,,,False,0.0,16,2024-01-02,Tuesday
REC000419,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 17:02:24,0.58,0.75,False,0.0,,False,,,2024-01-02 17:02:24,,False,False,,-0.17000000000000004,0.7733333333333333,-22.666666666666668,False,True,,,False,0.0,17,2024-01-02,Tuesday
REC000420,CUST002,Mr Guy Parsons,dawsontom@ryan.biz,Bristol,MTR0002,Detached,02/01/2024 17:31:12,1.09,0.99,False,0.0,,False,,,2024-01-02 17:31:12,,False,False,,0.10000000000000009,1.101010101010101,10.1010101010101,False,True,,,False,0.028620000000000027,17,2024-01-02,Tuesday
