recordid,customer_id,customer_name,email,region,meter_id,housing_type,reading_timestamp,energy_usage_kWh,baseline_kWh,spike_detected,spike_percentage,reason_detected,alert_sent,alert_time,resolved
REC001881,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 04:04:48,0.58,0.66,FALSE,0,,FALSE,,
REC001882,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 04:33:36,0.61,0.65,FALSE,0,,FALSE,,
REC001883,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 05:02:24,0.37,0.45,FALSE,0,,FALSE,,
REC001884,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 05:31:12,0.42,0.35,FALSE,0,,FALSE,,
REC001885,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 06:00:00,0.9,0.8,FALSE,0,,FALSE,,
REC001886,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 06:28:48,0.85,0.82,FALSE,0,,FALSE,,
REC001887,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 06:57:36,0.63,0.61,FALSE,0,,FALSE,,
REC001888,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 07:26:24,0.51,0.37,FALSE,0,,FALSE,,
REC001889,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 07:55:12,0.79,0.81,FALSE,0,,FALSE,,
REC001890,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 08:24:00,0.65,0.57,FALSE,0,,FALSE,,
REC001891,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 09:07:12,0.41,0.43,FALSE,0,,FALSE,,
REC001892,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 09:36:00,0.73,0.84,FALSE,0,,FALSE,,
REC001893,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 10:04:48,0.49,0.37,FALSE,0,,FALSE,,
REC001894,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 10:33:36,0.4,0.37,FALSE,0,,FALSE,,
REC001895,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 11:02:24,0.84,0.73,FALSE,0,,FALSE,,
REC001896,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 11:31:12,1.05,1.01,FALSE,0,,FALSE,,
REC001897,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 12:00:00,0.61,0.55,FALSE,0,,FALSE,,
REC001898,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 12:28:48,0.26,0.34,FALSE,0,,FALSE,,
REC001899,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 12:57:36,0.92,0.66,FALSE,0,,FALSE,,
REC001900,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 13:26:24,1.19,1.14,FALSE,0,,FALSE,,
REC001901,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 13:55:12,1.05,0.91,FALSE,0,,FALSE,,
REC001902,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 14:24:00,1.15,1.16,FALSE,0,,FALSE,,
REC001903,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 15:07:12,0.26,0.32,FALSE,0,,FALSE,,
REC001904,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 15:36:00,0.5,0.42,FALSE,0,,FALSE,,
REC001905,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 16:04:48,0.57,0.7,FALSE,0,,FALSE,,
REC001906,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 16:33:36,0.5,0.35,TRUE,42.86,Overnight appliance,TRUE,1/5/2024 16:41,TRUE
REC001907,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 17:02:24,0.82,0.84,FALSE,0,,FALSE,,
REC001908,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 17:31:12,0.57,0.49,FALSE,0,,FALSE,,
REC001909,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 18:00:00,0.73,0.7,FALSE,0,,FALSE,,
REC001910,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 18:28:48,0.74,0.62,FALSE,0,,FALSE,,
REC001911,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 18:57:36,1.15,1.02,FALSE,0,,FALSE,,
REC001912,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 19:26:24,0.89,0.87,FALSE,0,,FALSE,,
REC001913,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 19:55:12,0.86,1.01,FALSE,0,,FALSE,,
REC001914,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 20:24:00,1.33,1.16,FALSE,0,,FALSE,,
REC001915,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 21:07:12,0.66,0.79,FALSE,0,,FALSE,,
REC001916,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 21:36:00,0.91,0.86,FALSE,0,,FALSE,,
REC001917,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 22:04:48,0.95,0.81,FALSE,0,,FALSE,,
REC001918,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 22:33:36,0.83,0.77,FALSE,0,,FALSE,,
REC001919,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 23:02:24,0.44,0.5,FALSE,0,,FALSE,,
REC001920,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,05/01/2024 23:31:12,0.72,0.7,FALSE,0,,FALSE,,
REC001921,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 00:00:00,0.4,0.45,FALSE,0,,FALSE,,
REC001922,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 00:28:48,0.6,0.65,FALSE,0,,FALSE,,
REC001923,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 00:57:36,0.38,0.35,FALSE,0,,FALSE,,
REC001924,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 01:26:24,0.48,0.73,FALSE,0,,FALSE,,
REC001925,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 01:55:12,0.62,0.64,FALSE,0,,FALSE,,
REC001926,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 02:24:00,0.78,0.76,FALSE,0,,FALSE,,
REC001927,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 03:07:12,0.37,0.36,FALSE,0,,FALSE,,
REC001928,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 03:36:00,0.74,0.81,FALSE,0,,FALSE,,
REC001929,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 04:04:48,1.14,1.09,FALSE,0,,FALSE,,
REC001930,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 04:33:36,0.35,0.34,FALSE,0,,FALSE,,
REC001931,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 05:02:24,0.6,0.39,TRUE,53.85,Overnight appliance,TRUE,1/6/2024 05:01,TRUE
REC001932,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 05:31:12,0.4,0.34,FALSE,0,,FALSE,,
REC001933,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 06:00:00,1.1,1.15,FALSE,0,,FALSE,,
REC001934,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 06:28:48,0.45,0.37,FALSE,0,,FALSE,,
REC001935,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 06:57:36,0.29,0.45,FALSE,0,,FALSE,,
REC001936,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 07:26:24,0.63,0.62,FALSE,0,,FALSE,,
REC001937,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 07:55:12,1.22,1.19,FALSE,0,,FALSE,,
REC001938,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 08:24:00,0.44,0.43,FALSE,0,,FALSE,,
REC001939,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 09:07:12,0.56,0.64,FALSE,0,,FALSE,,
REC001940,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 09:36:00,0.31,0.3,FALSE,0,,FALSE,,
REC001941,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 10:04:48,0.79,0.9,FALSE,0,,FALSE,,
REC001942,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 10:33:36,0.92,0.74,FALSE,0,,FALSE,,
REC001943,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 11:02:24,0.68,0.67,FALSE,0,,FALSE,,
REC001944,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 11:31:12,1.01,0.96,FALSE,0,,FALSE,,
REC001945,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 12:00:00,0.44,0.58,FALSE,0,,FALSE,,
REC001946,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 12:28:48,0.33,0.39,FALSE,0,,FALSE,,
REC001947,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 12:57:36,0.52,0.46,FALSE,0,,FALSE,,
REC001948,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 13:26:24,0.89,0.79,FALSE,0,,FALSE,,
REC001949,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 13:55:12,0.64,0.73,FALSE,0,,FALSE,,
REC001950,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 14:24:00,0.87,1,FALSE,0,,FALSE,,
REC001951,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 15:07:12,1.24,1.19,FALSE,0,,FALSE,,
REC001952,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 15:36:00,1.02,1.05,FALSE,0,,FALSE,,
REC001953,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 16:04:48,0.35,0.5,FALSE,0,,FALSE,,
REC001954,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 16:33:36,1.01,1.18,FALSE,0,,FALSE,,
REC001955,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 17:02:24,0.4,0.46,FALSE,0,,FALSE,,
REC001956,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 17:31:12,1.07,0.96,FALSE,0,,FALSE,,
REC001957,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 18:00:00,0.8,0.68,FALSE,0,,FALSE,,
REC001958,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 18:28:48,1.05,1.02,FALSE,0,,FALSE,,
REC001959,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 18:57:36,1.1,1.08,FALSE,0,,FALSE,,
REC001960,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 19:26:24,0.39,0.43,FALSE,0,,FALSE,,
REC001961,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 19:55:12,0.45,0.67,FALSE,0,,FALSE,,
REC001962,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 20:24:00,0.88,0.77,FALSE,0,,FALSE,,
REC001963,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 21:07:12,1.24,1.2,FALSE,0,,FALSE,,
REC001964,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 21:36:00,0.58,0.66,FALSE,0,,FALSE,,
REC001965,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 22:04:48,0.56,0.42,FALSE,0,,FALSE,,
REC001966,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 22:33:36,0.62,0.74,FALSE,0,,FALSE,,
REC001967,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 23:02:24,0.79,0.68,FALSE,0,,FALSE,,
REC001968,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,06/01/2024 23:31:12,0.65,0.82,FALSE,0,,FALSE,,
REC001969,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 00:00:00,0.71,0.45,TRUE,57.78,Heater malfunction,TRUE,1/7/2024 00:29,TRUE
REC001970,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 00:28:48,0.67,0.81,FALSE,0,,FALSE,,
REC001971,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 00:57:36,0.61,0.49,FALSE,0,,FALSE,,
REC001972,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 01:26:24,0.75,0.81,FALSE,0,,FALSE,,
REC001973,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 01:55:12,0.6,0.54,FALSE,0,,FALSE,,
REC001974,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 02:24:00,1.2,1.02,FALSE,0,,FALSE,,
REC001975,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 03:07:12,0.93,0.96,FALSE,0,,FALSE,,
REC001976,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 03:36:00,0.66,0.42,TRUE,57.14,Schedule change,TRUE,1/7/2024 03:38,TRUE
REC001977,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 04:04:48,0.72,0.54,FALSE,0,,FALSE,,
REC001978,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 04:33:36,0.61,0.76,FALSE,0,,FALSE,,
REC001979,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 05:02:24,0.56,0.56,FALSE,0,,FALSE,,
REC001980,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 05:31:12,0.54,0.56,FALSE,0,,FALSE,,
REC001981,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 06:00:00,0.97,0.96,FALSE,0,,FALSE,,
REC001982,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 06:28:48,1.11,1.15,FALSE,0,,FALSE,,
REC001983,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 06:57:36,0.37,0.46,FALSE,0,,FALSE,,
REC001984,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 07:26:24,0.85,0.86,FALSE,0,,FALSE,,
REC001985,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 07:55:12,0.86,0.8,FALSE,0,,FALSE,,
REC001986,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 08:24:00,0.86,1.11,FALSE,0,,FALSE,,
REC001987,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 09:07:12,0.57,0.48,FALSE,0,,FALSE,,
REC001988,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 09:36:00,0.86,0.84,FALSE,0,,FALSE,,
REC001989,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 10:04:48,1.19,1.03,FALSE,0,,FALSE,,
REC001990,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 10:33:36,1.08,1.12,FALSE,0,,FALSE,,
REC001991,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 11:02:24,0.75,0.81,FALSE,0,,FALSE,,
REC001992,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 11:31:12,0.4,0.48,FALSE,0,,FALSE,,
REC001993,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 12:00:00,0.57,0.52,FALSE,0,,FALSE,,
REC001994,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 12:28:48,0.65,0.83,FALSE,0,,FALSE,,
REC001995,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 12:57:36,0.61,0.68,FALSE,0,,FALSE,,
REC001996,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 13:26:24,0.4,0.38,FALSE,0,,FALSE,,
REC001997,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 13:55:12,0.3,0.45,FALSE,0,,FALSE,,
REC001998,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 14:24:00,0.56,0.55,FALSE,0,,FALSE,,
REC001999,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 15:07:12,0.79,0.66,FALSE,0,,FALSE,,
REC002000,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 15:36:00,1.14,1.02,FALSE,0,,FALSE,,
REC002001,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 16:04:48,1.13,1.14,FALSE,0,,FALSE,,
REC002002,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 16:33:36,0.91,0.81,FALSE,0,,FALSE,,
REC002003,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 17:02:24,0.95,0.9,FALSE,0,,FALSE,,
REC002004,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 17:31:12,1.22,1.2,FALSE,0,,FALSE,,
REC002005,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 18:00:00,1.01,0.95,FALSE,0,,FALSE,,
REC002006,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 18:28:48,0.3,0.34,FALSE,0,,FALSE,,
REC002007,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 18:57:36,0.48,0.51,FALSE,0,,FALSE,,
REC002008,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 19:26:24,0.55,0.5,FALSE,0,,FALSE,,
REC002009,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 19:55:12,0.42,0.42,FALSE,0,,FALSE,,
REC002010,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 20:24:00,1.03,0.91,FALSE,0,,FALSE,,
REC002011,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 21:07:12,0.6,0.52,FALSE,0,,FALSE,,
REC002012,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 21:36:00,0.66,0.58,FALSE,0,,FALSE,,
REC002013,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 22:04:48,0.73,0.67,FALSE,0,,FALSE,,
REC002014,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 22:33:36,0.59,0.57,FALSE,0,,FALSE,,
REC002015,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 23:02:24,1.08,1,FALSE,0,,FALSE,,
REC002016,CUST006,Hilary Reynolds,revans@brown.com,Leeds,MTR0006,Flat,07/01/2024 23:31:12,1.28,1.17,FALSE,0,,FALSE,,
REC002017,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 00:00:00,0.69,0.65,FALSE,0,,FALSE,,
REC002018,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 00:28:48,0.88,0.96,FALSE,0,,FALSE,,
REC002019,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 00:57:36,0.82,0.82,FALSE,0,,FALSE,,
REC002020,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 01:26:24,0.43,0.58,FALSE,0,,FALSE,,
REC002021,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 01:55:12,0.81,0.68,FALSE,0,,FALSE,,
REC002022,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 02:24:00,0.59,0.51,FALSE,0,,FALSE,,
REC002023,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 03:07:12,0.58,0.66,FALSE,0,,FALSE,,
REC002024,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 03:36:00,0.95,1.01,FALSE,0,,FALSE,,
REC002025,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 04:04:48,1.25,1.12,FALSE,0,,FALSE,,
REC002026,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 04:33:36,1.04,1.11,FALSE,0,,FALSE,,
REC002027,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 05:02:24,0.91,1.06,FALSE,0,,FALSE,,
REC002028,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 05:31:12,0.24,0.36,FALSE,0,,FALSE,,
REC002029,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 06:00:00,0.71,0.74,FALSE,0,,FALSE,,
REC002030,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 06:28:48,0.54,0.59,FALSE,0,,FALSE,,
REC002031,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 06:57:36,0.99,1.03,FALSE,0,,FALSE,,
REC002032,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 07:26:24,1.14,1.07,FALSE,0,,FALSE,,
REC002033,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 07:55:12,1.01,1.07,FALSE,0,,FALSE,,
REC002034,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 08:24:00,0.96,0.92,FALSE,0,,FALSE,,
REC002035,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 09:07:12,1.04,1.15,FALSE,0,,FALSE,,
REC002036,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 09:36:00,0.87,0.75,FALSE,0,,FALSE,,
REC002037,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 10:04:48,0.78,0.88,FALSE,0,,FALSE,,
REC002038,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 10:33:36,0.58,0.58,FALSE,0,,FALSE,,
REC002039,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 11:02:24,1.01,1.02,FALSE,0,,FALSE,,
REC002040,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 11:31:12,0.93,0.9,FALSE,0,,FALSE,,
REC002041,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 12:00:00,1.06,0.98,FALSE,0,,FALSE,,
REC002042,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 12:28:48,0.38,0.42,FALSE,0,,FALSE,,
REC002043,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 12:57:36,1.01,0.93,FALSE,0,,FALSE,,
REC002044,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 13:26:24,0.65,0.53,FALSE,0,,FALSE,,
REC002045,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 13:55:12,1.07,1.09,FALSE,0,,FALSE,,
REC002046,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 14:24:00,1.24,1.06,FALSE,0,,FALSE,,
REC002047,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 15:07:12,0.68,0.65,FALSE,0,,FALSE,,
REC002048,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 15:36:00,0.76,0.79,FALSE,0,,FALSE,,
REC002049,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 16:04:48,0.48,0.47,FALSE,0,,FALSE,,
REC002050,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 16:33:36,1.02,0.84,FALSE,0,,FALSE,,
REC002051,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 17:02:24,0.75,0.71,FALSE,0,,FALSE,,
REC002052,CUST007,Mr Hugh Stephenson,julie60@yahoo.co.uk,London,MTR0007,Detached,01/01/2024 17:31:12,0.98,0.94,FALSE,0,,FALSE,,
